Year;Airline;Code;Al Code ICAO;Country;Country Code OAG;Country Code IATA;IATA Regions;Passengers Carried;Kilometres Flown;Aircraft Departures;Hours Flown;Passenger-Kilometres Flown;Available Seat-Kilometres;Tonne-Kilometres Performed;Passenger Load Factor;Period Fin;Currency;Operating Revenue;Operating Revenue Pax;Operating Expenses;Operating Profit;Net Result;Employees;Traf. Source;Fin Source;Pers. Source;Year End;Remarques
2006;NORWEGIAN;DY;NAX;NORWAY;465;NORW;Europe;5105000;NA;NA;NA;4222000;5370000;NA;78.6;12;USD;461000;451000;466000;-5000;-3000;771;Al Monitor 10/14;Al Monitor 10/14;Internet 10/14;31.12;NA
2007;NORWEGIAN;DY;NAX;NORWAY;465;NORW;Europe;6362000;NA;NA;NA;5585000;6953000;NA;80.3;12;USD;727000;680000;704000;23000;15000;1417;Al Monitor 10/14;Al Monitor 10/14;Internet 10/14;31.12;NA
2008;NORWEGIAN;DY;NAX;NORWAY;465;NORW;Europe;9136000;NA;NA;NA;9072000;11527000;NA;78.7;12;USD;1101000;998000;1161000;-60000;-1000;1400;Al Monitor 10/14;Al Monitor 10/14;Internet 10/14;31.12;NA
2009;NORWEGIAN;DY;NAX;NORWAY;465;NORW;Europe;10574000;NA;NA;NA;10600000;13552000;NA;78.2;12;USD;1169000;1022000;1078000;91000;71000;1684;Al Monitor 10/14;Al Monitor 10/14;Internet 10/14;31.12;NA
2010;NORWEGIAN;DY;NAX;NORWAY;465;NORW;Europe;13029000;NA;NA;NA;13771000;17800000;NA;77.4;12;USD;1419000;1190000;1384000;35000;28000;2137;Al Monitor 10/14;Al Monitor 10/14;Internet 10/14;31.12;NA
2011;NORWEGIAN;DY;NAX;NORWAY;465;NORW;Europe;15698000;NA;NA;NA;17417000;21953000;NA;79.3;12;USD;1892000;1635000;1817000;75000;22000;2435;Al Monitor 10/14;Al Monitor 10/14;Internet 10/14;31.12;NA
2012;NORWEGIAN;DY;NAX;NORWAY;465;NORW;Europe;17685000;NA;NA;NA;20349000;25914000;NA;78.5;12;USD;2223000;1936000;2153000;70000;79000;2705;Al Monitor 10/14;Al Monitor 10/14;Internet 10/14;31.12;NA
2013;NORWEGIAN;DY;NAX;NORWAY;465;NORW;Europe;20712000;NA;NA;NA;26875000;34310000;NA;78.3;12;USD;2634000;2262000;2470000;164000;54000;3200;Al Monitor 10/14;Al Monitor 10/14;Internet 10/14;31.12;NA
2014;NORWEGIAN;DY;NAX;NORWAY;465;NORW;Europe;23977000;NA;NA;NA;37607000;46469000;NA;80.9;12;USD;3066000;2550000;3287000;-221000;-165000;3350;Al Monitor 10/15;Al Monitor 10/15;Internet 10/15;31.12;NA
2015;NORWEGIAN;DY;NAX;NORWAY;465;NORW;Europe;25753000;NA;NA;NA;42275000;49018000;NA;86.2;12;USD;2763000;2274000;2720000;43000;30000;4576;Al Monitor 10/16;Al Monitor 10/16;Internet 09/16;31.12;NA
2006;PAKISTAN INT-L;PK;PIA;PAKISTAN;764;PAKI;Asia;5715000;88000;51300;140600;15108000;22042000;1800000;69;12;USD;1159100;1010000;1299900;-140800;-212000;18282;Al Monitor 10/08;Al Monitor 10/08;IATA;31.12;NA
2007;PAKISTAN INT-L;PK;PIA;PAKISTAN;764;PAKI;Asia;5402000;81000;50700;131900;13678000;20292000;1593000;67;12;USD;1160000;1020000;1258000;-98000;-220000;18231;Al Monitor 10/08;Al Monitor 10/08;IATA;31.12;NA
2008;PAKISTAN INT-L;PK;PIA;PAKISTAN;764;PAKI;Asia;5606000;79000;52200;131900;13914000;19508000;1580000;71.3;12;USD;1251000;1119000;1696000;-445000;-509000;18009;Al Monitor 10/13;Al Monitor 10/13;IATA;31.12;NA
2009;PAKISTAN INT-L;PK;PIA;PAKISTAN;764;PAKI;Asia;5505000;79000;51500;131000;13783000;19676000;1516000;70;12;USD;1154000;1032000;1193000;-39000;-53000;18033;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2010;PAKISTAN INT-L;PK;PIA;PAKISTAN;764;PAKI;Asia;5538000;81000;54000;142100;15654000;21215000;1745000;73.8;12;USD;1262000;1136000;1254000;8000;-235000;18282;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2011;PAKISTAN INT-L;PK;PIA;PAKISTAN;764;PAKI;Asia;5953000;85000;53800;140300;15661000;21721000;1711000;72.1;12;USD;1471000;1208000;1660000;-189000;-299000;18014;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2012;PAKISTAN INT-L;PK;PIA;PAKISTAN;764;PAKI;Asia;5236000;75000;47200;126300;13871000;19845000;1530000;69.9;12;USD;1331000;1066000;1507000;-176000;-318000;17440;Al Monitor 10/15;Al Monitor 10/15;IATA;31.12;NA
2013;PAKISTAN INT-L;PK;PIA;PAKISTAN;764;PAKI;Asia;4449000;63000;37600;105700;12235000;17376000;1346000;70.4;12;USD;1077000;844000;1371000;-294000;-442000;16693;Al Monitor 10/15;Al Monitor 10/15;IATA;31.12;NA
2014;PAKISTAN INT-L;PK;PIA;PAKISTAN;764;PAKI;Asia;4202000;61000;33700;101600;11901000;16533000;1242000;72;12;USD;1125000;905000;1253000;-128000;-304000;15264;Al Monitor 10/15;Al Monitor 10/15;IATA;31.12;NA
2015;PAKISTAN INT-L;PK;PIA;PAKISTAN;764;PAKI;Asia;4394000;68000;38600;111500;11709000;16663000;1191000;70.3;12;USD;1050000;830000;NA;NA;NA;14703;Al Monitor 10/16;Al Monitor 10/16;IATA;31.12;NA
2006;PHILIPPINE AL/PAL;PR;PAL;PHILIPPINES;766;PHIL;Asia;6868000;77000;42100;114800;16412000;21493000;2013000;76.4;12;USD;1385000;1084000;1294000;91000;140000;7591;Al Monitor 10/14;Al Monitor 10/14;ICAO;31.03;NA
2007;PHILIPPINE AL/PAL;PR;PAL;PHILIPPINES;766;PHIL;Asia;6936000;75000;42900;114400;16133000;20989000;1964000;76.9;12;USD;1511000;1274000;1542000;-31000;-104000;7591;Al Monitor 10/14;Al Monitor 10/14;IATA;31.03;NA
2008;PHILIPPINE AL/PAL;PR;PAL;PHILIPPINES;766;PHIL;Asia;7641000;83000;47700;127300;17565000;22101000;2092000;79.5;12;USD;1587000;1392000;1314000;273000;-233000;7751;Al Monitor 10/14;Al Monitor 10/14;IATA;31.03;NA
2009;PHILIPPINE AL/PAL;PR;PAL;PHILIPPINES;766;PHIL;Asia;8945000;96000;68600;156000;17970000;23592000;2041000;76.2;12;USD;1357000;1153000;1349000;8000;4000;8052;Al Monitor 10/14;Al Monitor 10/14;IATA;31.03;NA
2010;PHILIPPINE AL/PAL;PR;PAL;PHILIPPINES;766;PHIL;Asia;9355000;96000;69100;156900;17749000;23615000;1985000;75.2;12;USD;1678000;1410000;1610000;68000;67000;7488;Al Monitor 10/14;Al Monitor 10/14;IATA;31.03;NA
2011;PHILIPPINE AL/PAL;PR;PAL;PHILIPPINES;766;PHIL;Asia;8989000;97000;56900;150800;19953000;26158000;2308000;76.3;12;USD;1719000;1448000;1824000;-1058000;-107000;7161;Al Monitor 10/14;Al Monitor 10/14;IATA;31.03;NA
2012;PHILIPPINE AL/PAL;PR;PAL;PHILIPPINES;766;PHIL;Asia;8225000;95000;54100;150100;18551000;25463000;2112000;72.9;12;USD;1777000;1471000;1846000;-69000;-87000;4823;Al Monitor 10/14;Al Monitor 10/14;IATA;31.03;NA
2013;PHILIPPINE AL/PAL;PR;PAL;PHILIPPINES;766;PHIL;Asia;7623000;96000;53900;152500;17722000;25402000;2067000;69.8;12;USD;1744000;1426000;1896000;-152000;-299000;3764;Al Monitor 10/15;Al Monitor 10/15;Internet 10/14;31.12;NA
2014;PHILIPPINE AL/PAL;PR;PAL;PHILIPPINES;766;PHIL;Asia;10903000;137000;85900;231500;25548000;35733000;2902000;71.5;12;USD;2270000;1838000;2217000;53000;3000;5183;Al Monitor 10/16;Al Monitor 10/16;IATA;31.12;NA
2015;PHILIPPINE AL/PAL;PR;PAL;PHILIPPINES;766;PHIL;Asia;11930000;160000;92300;258700;28295000;41430000;3236000;68.3;12;USD;2370000;1976000;2233000;137000;129000;5603;Al Monitor 10/16;Al Monitor 10/16;IATA;31.12;NA
2006;QANTAS AW;QF;QFA;AUSTRALIA;802;ASTL;Southwest Pacific;23805000;391000;172100;547700;78972000;101078000;10371000;78.1;12;USD;10235600;7840000;9730800;504800;360000;25496;Al Monitor 10/09;Al Monitor 10/09;IATA;30.06;NA
2007;QANTAS AW;QF;QFA;AUSTRALIA;802;ASTL;Southwest Pacific;24692000;394000;171400;553900;82109000;101244000;10496000;81.1;12;USD;11609900;9406000;10998900;611000;531000;25750;Al Monitor 10/13;Al Monitor 10/13;IATA;30.06;NA
2008;QANTAS AW;QF;QFA;AUSTRALIA;802;ASTL;Southwest Pacific;37892000;550000;332000;831800;98846000;125665000;11708000;78.7;12;USD;14111000;11436000;12881000;1230000;876000;33929;Al Monitor 10/13;Al Monitor 10/13;IATA;30.06;NA
2009;QANTAS AW;QF;QFA;AUSTRALIA;802;ASTL;Southwest Pacific;38316000;532000;324800;808000;97470000;120267000;12569000;81;12;USD;10669000;8507000;10520000;149000;90000;33966;Al Monitor 10/13;Al Monitor 10/13;IATA;30.06;NA
2010;QANTAS AW;QF;QFA;AUSTRALIA;802;ASTL;Southwest Pacific;42381000;543000;339800;828700;99893000;124126000;14451000;80.5;12;USD;12145000;9646000;11922000;223000;102000;35292;Al Monitor 10/13;Al Monitor 10/13;IATA;30.06;NA
2011;QANTAS AW;QF;QFA;AUSTRALIA;802;ASTL;Southwest Pacific;47161000;594000;373200;925700;108831000;136641000;15251000;79.6;12;USD;14842000;12000000;14408000;434000;248000;34383;Al Monitor 10/13;Al Monitor 10/13;IATA;30.06;Group
2012;QANTAS AW;QF;QFA;AUSTRALIA;802;ASTL;Southwest Pacific;47553000;562000;387000;912400;108027000;135468000;14721000;79.7;12;USD;16316000;14138000;16496000;-180000;-253000;33608;Al Monitor 10/16;Al Monitor 10/16;IATA;30.06;With JetStar
2013;QANTAS AW;QF;QFA;AUSTRALIA;802;ASTL;Southwest Pacific;50338000;637000;414400;999200;110179000;140348000;14285000;78.5;12;USD;16218000;13950000;16016000;202000;2000;33237;Al Monitor 10/15;Al Monitor 10/15;IATA;30.06;NA
2014;QANTAS AW;QF;QFA;AUSTRALIA;802;ASTL;Southwest Pacific;47527000;593000;404000;958600;104818000;134152000;12685000;78.1;12;USD;14018000;12901000;17462000;-3444000;-2596000;38138;Al Monitor 10/15;Al Monitor 10/15;IATA;30.06;With JetStar
2015;QANTAS AW;QF;QFA;AUSTRALIA;802;ASTL;Southwest Pacific;51222000;424000;428800;1022200;115712000;146132000;9905000;79.2;12;USD;13017000;11248000;12154000;863000;461000;41775;Al Monitor 10/16;Al Monitor 10/16;IATA;30.06;With JetStar
2006;QATAR AW;QR;QTR;QATAR;664;QATR;Middle East;7071000;144800;53300;204000;24027000;32302600;3068200;74;12;USD;2000000;1600000;NA;NA;NA;7402;Al Monitor 10/07;Al Monitor 10/07;IATA;31.12;NA
2007;QATAR AW;QR;QTR;QATAR;664;QATR;Middle East;8879000;184000;63200;257100;32449000;41948000;4252000;77.4;12;USD;2744000;2245000;2707300;36700;NA;8760;Al Monitor 10/12;Al Monitor 10/12;IATA;31.12;NA
2008;QATAR AW;QR;QTR;QATAR;664;QATR;Middle East;9703000;219000;72100;301300;36196000;49839000;4936000;72.6;12;USD;3752000;2960000;NA;NA;NA;9411;Al Monitor 10/09;Al Monitor 10/09;IATA;31.12;NA
2009;QATAR AW;QR;QTR;QATAR;664;QATR;Middle East;10212000;241000;76500;330300;40402000;56402000;5637000;71.6;12;USD;3914000;3038000;NA;NA;NA;10786;Al Monitor 10/16;Al Monitor 10/16;IATA;31.12;NA
2010;QATAR AW;QR;QTR;QATAR;664;QATR;Middle East;12392000;307000;91000;411400;52724000;71477000;7819000;73.8;12;USD;5381000;4126000;NA;NA;NA;12727;Al Monitor 10/16;Al Monitor 10/16;IATA;31.12;NA
2011;QATAR AW;QR;QTR;QATAR;664;QATR;Middle East;14569000;362000;109500;491300;61592000;84287000;9230000;73.1;12;USD;6390000;5283000;NA;NA;NA;14962;Al Monitor 10/16;Al Monitor 10/16;IATA;31.12;NA
2012;QATAR AW;QR;QTR;QATAR;664;QATR;Middle East;17188000;410000;128400;564300;71929000;94332000;10848000;76.3;12;USD;7125000;5914000;NA;NA;NA;18170;Al Monitor 10/16;Al Monitor 10/16;IATA;31.03;NA
2013;QATAR AW;QR;QTR;QATAR;664;QATR;Middle East;18737000;457000;139500;627300;79849000;106598000;12195000;74.9;12;USD;7844000;6520000;NA;NA;NA;20770;Al Monitor 10/16;Al Monitor 10/16;IATA;31.03;NA
2014;QATAR AW;QR;QTR;QATAR;664;QATR;Middle East;21426000;509000;151000;691000;91780000;120978000;14297000;75.9;12;USD;8747000;7215000;NA;NA;NA;24395;Al Monitor 10/16;Al Monitor 10/16;IATA;31.03;NA
2015;QATAR AW;QR;QTR;QATAR;664;QATR;Middle East;25267000;602000;170500;805100;108304000;144374000;17459000;75;12;USD;9061000;7348000;NA;NA;NA;27597;Al Monitor 10/16;Al Monitor 10/16;IATA;31.03;NA
2006;ROYAL AIR MAROC;AT;RAM;MOROCCO;548;MORC;North Africa;4109000;95000;55200;131500;7960000;13110000;859000;60.7;12;USD;1268600;1000000;1191200;77400;17900;4734;Al Monitor 10/13;Al Monitor 10/13;Internat 10/07;31.1;NA
2007;ROYAL AIR MAROC;AT;RAM;MOROCCO;548;MORC;North Africa;4449000;100000;57900;138700;8583000;13779000;913000;62.3;12;USD;1386000;1112000;1302000;84000;13000;4930;Al Monitor 10/13;Al Monitor 10/13;Internet 10/08;31.1;NA
2008;ROYAL AIR MAROC;AT;RAM;MOROCCO;548;MORC;North Africa;4927000;110000;61300;141900;9899000;15145000;947000;65.4;12;USD;1589000;1245000;1564000;25000;25000;4500;Al Monitor 10/13;Al Monitor 10/13;Internet;31.1;NA
2009;ROYAL AIR MAROC;AT;RAM;MOROCCO;548;MORC;North Africa;5293000;119000;66300;153600;10720000;17159000;1023000;62.5;12;USD;1413000;1151000;1515000;-102000;-102400;4305;Al Monitor 10/13;Al Monitor 10/13;Internet 07/11;31.1;NA
2010;ROYAL AIR MAROC;AT;RAM;MOROCCO;548;MORC;North Africa;5726000;112000;63100;176600;11686000;17829000;1116000;65.5;12;USD;1550000;1230000;1610000;-60000;-111800;4305;Al Monitor 10/15;Al Monitor 10/15;Internet 11/11;31.1;Employees : 2009
2011;ROYAL AIR MAROC;AT;RAM;MOROCCO;548;MORC;North Africa;6100000;123000;69000;193000;13248000;19637000;1230000;67.5;12;USD;1607000;1320000;1669000;-62000;-215000;3261;Al Monitor 10/13;Al Monitor 10/13;Internet;31.1;NA
2012;ROYAL AIR MAROC;AT;RAM;MOROCCO;548;MORC;North Africa;5870000;117000;65700;184000;12553000;18704000;1171000;67.1;12;USD;1613000;1409000;1530000;93000;-5000;3265;Al Monitor 10/15;Al Monitor 10/15;Internet 10/14;31.1;NA
2013;ROYAL AIR MAROC;AT;RAM;MOROCCO;548;MORC;North Africa;5847000;107000;61500;167900;11760000;18179000;1237000;64.7;12;USD;1582000;1375000;1489000;93000;20000;2778;Al Monitor 10/16;Al Monitor 10/16;IATA;31.1;NA
2014;ROYAL AIR MAROC;AT;RAM;MOROCCO;548;MORC;North Africa;6438000;117000;65800;181700;12189000;18836000;1450000;64.7;12;USD;1667000;1403000;1593000;74000;22000;3012;Al Monitor 10/16;Al Monitor 10/16;IATA;31.1;NA
2015;ROYAL AIR MAROC;AT;RAM;MOROCCO;548;MORC;North Africa;6113000;122000;67000;188200;13284000;19066000;1376000;69.7;12;USD;1470000;1178000;1416000;54000;21000;4686;Al Monitor 10/16;Al Monitor 10/16;IATA;31.1;NA
2006;ROYAL JORDANIAN;RJ;RJA;JORDAN;639;JORD;Middle East;1737000;48600;25300;76400;5510300;8195100;761800;67;12;USD;599000;475000;618000;-19000;9000;3741;Al Monitor 10/07;Al Monitor 10/07;IATA;31.12;NA
2007;ROYAL JORDANIAN;RJ;RJA;JORDAN;639;JORD;Middle East;2288000;54000;29300;86100;6445000;9087000;756000;70.9;12;USD;772000;562000;738000;34000;28700;4161;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2008;ROYAL JORDANIAN;RJ;RJA;JORDAN;639;JORD;Middle East;2641000;63000;33400;99100;7297000;10104000;848000;72.2;12;USD;990000;698000;949000;41000;-35000;4394;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2009;ROYAL JORDANIAN;RJ;RJA;JORDAN;639;JORD;Middle East;2615000;65000;34800;103300;6707000;9786000;745000;68.5;12;USD;846000;609000;795000;51000;40700;4292;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2010;ROYAL JORDANIAN;RJ;RJA;JORDAN;639;JORD;Middle East;2972000;69000;37900;110500;7803000;10984000;908000;71;12;USD;968000;687000;946000;22000;13600;4612;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2011;ROYAL JORDANIAN;RJ;RJA;JORDAN;639;JORD;Middle East;3155000;72000;38900;113600;8315000;11847000;950000;70.2;12;USD;1038000;706000;1122000;-84000;-81600;4494;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2012;ROYAL JORDANIAN;RJ;RJA;JORDAN;639;JORD;Middle East;3339000;72000;38500;113200;8610000;11828000;968000;72.8;12;USD;1132000;720000;1118000;14000;2000;4440;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2013;ROYAL JORDANIAN;RJ;RJA;JORDAN;639;JORD;Middle East;3215000;72000;38200;115900;8337000;11891000;929000;70.1;12;USD;1073000;689000;1122000;-49000;-55000;4554;Al Monitor 10/15;Al Monitor 10/15;IATA;31.12;NA
2014;ROYAL JORDANIAN;RJ;RJA;JORDAN;639;JORD;Middle East;3124000;71000;37700;113200;8025000;11628000;901000;69;12;USD;1069000;655000;1110000;-41000;-56000;4425;Al Monitor 10/15;Al Monitor 10/15;IATA;31.12;NA
2015;ROYAL JORDANIAN;RJ;RJA;JORDAN;639;JORD;Middle East;2877000;64000;34900;101100;7180000;10733000;820000;66.9;12;USD;928000;769000;884000;44000;23000;4275;Al Monitor 10/16;Al Monitor 10/16;IATA;31.12;NA
2006;RYANAIR;FR;RYR;IRISH REPUBLIC;441;IRLD;Europe;40532000;253000;257900;375800;39793000;47765000;3582000;83.3;12;USD;2798400;2419000;2165200;633200;518000;4327;Al Monitor 10/13;Al Monitor 10/13;ICAO;31.03;NA
2007;RYANAIR;FR;RYR;IRISH REPUBLIC;441;IRLD;Europe;49030000;333000;316400;496400;51644000;62988000;4649000;82;12;USD;3875000;3178000;3108000;767000;558000;5920;Al Monitor 10/13;Al Monitor 10/13;Internet 10/08;31.03;NA
2008;RYANAIR;FR;RYR;IRISH REPUBLIC;441;IRLD;Europe;57647000;402000;374500;590000;61972000;75389000;5579000;82.2;12;USD;4141000;3299000;4011000;130000;-238000;5986;Al Monitor 10/13;Al Monitor 10/13;Internet 10/09;31.03;NA
2009;RYANAIR;FR;RYR;IRISH REPUBLIC;441;IRLD;Europe;65282000;442000;419800;644300;68720000;83471000;6186000;82.3;12;USD;4222000;3284000;3654000;568000;431000;7017;Al Monitor 10/13;Al Monitor 10/13;Internet 06/11;31.03;NA
2010;RYANAIR;FR;RYR;IRISH REPUBLIC;441;IRLD;Europe;71229000;526000;458100;761700;81875000;98966000;7370000;82.7;12;USD;4807000;3745000;4160000;647000;496000;8069;Al Monitor 10/13;Al Monitor 10/13;Internet 11/11;31.03;NA
2011;RYANAIR;FR;RYR;IRISH REPUBLIC;441;IRLD;Europe;76422000;605000;492100;870000;93840000;114005000;8447000;82.3;12;USD;6063000;4839000;5119000;944000;774000;7919;Al Monitor 10/13;Al Monitor 10/13;IATA;31.03;NA
2012;RYANAIR;FR;RYR;IRISH REPUBLIC;441;IRLD;Europe;79649000;626000;514600;898600;96970000;118313000;8729000;82;12;USD;6290000;4919000;5365000;925000;733000;9137;Al Monitor 10/16;Al Monitor 10/16;IATA;31.03;NA
